obs	fvec	action	reward
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	-1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
1	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
1	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
-1	[ 0.  0.  0.  0.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
1	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
-1	[ 0.  0.  0.  0.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	-1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
1	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
-1	[ 0.  0.  0.  0.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
3	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
2	[ 0.  0.  1.  1.  0.  0.  1.]	1	0
1	[ 0.  0.  1.  1.  0.  0.  1.]	-1	0
-1	[ 0.  0.  0.  0.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	1	0
15	[ 1.  0.  0.  0.  0.  1.  1.]	1	1
-1	[ 0.  0.  0.  0.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
4	[ 1.  1.  0.  0.  0.  1.  0.]	-1	0
5	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	-1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	1	0
6	[ 0.  1.  0.  1.  1.  0.  0.]	1	0
7	[ 0.  1.  1.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	-1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	-1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	1	0
11	[ 1.  0.  0.  0.  0.  1.  1.]	-1	0
12	[ 1.  0.  1.  0.  0.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	1	0
13	[ 0.  0.  0.  1.  1.  1.  0.]	-1	0
14	[ 0.  1.  0.  0.  1.  0.  1.]	-1	0
15	[ 1.  0.  0.  0.  0.  1.  1.]	-1	1
-1	[ 0.  0.  0.  0.  0.  0.  0.]	-1	0
8	[ 1.  1.  0.  0.  1.  0.  0.]	1	0
9	[ 1.  1.  0.  1.  0.  0.  0.]	1	0
10	[ 0.  0.  0.  0.  1.  1.  1.]	-1	0
